0,2,1,1,2,1,0,5,0,5,2
3,5,4,4,5,4,3,2,3,2,1
5,1,2,2,1,2,1,0,5,0,4
1,4,0,0,4,0,4,3,1,3,5
4,0,3,3,0,3,5,1,4,1,0
2,3,5,5,3,5,2,4,2,4,3
