1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00 1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00
2.000000000000000000e+00 1.100000000000000089e+00 2.000000000000000000e+00 6.900000000000000355e+00 2.000000000000000000e+00 3.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 4.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00 1.100000000000000089e+00 2.000000000000000000e+00
3.000000000000000000e+00 1.100000000000000089e+00 3.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 3.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00
2.000000000000000000e+00 1.100000000000000089e+00 3.000000000000000000e+00 5.000000000000000000e+00 1.100000000000000089e+00 3.000000000000000000e+00
2.000000000000000000e+00 1.100000000000000089e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.100000000000000089e+00 3.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00 1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 5.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+00
6.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+00 6.900000000000000355e+00 3.000000000000000000e+00 6.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.100000000000000089e+00 4.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 2.000000000000000000e+00 1.100000000000000089e+00 1.100000000000000089e+00 3.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00
2.000000000000000000e+00 1.100000000000000089e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.100000000000000089e+00 2.000000000000000000e+00
1.100000000000000089e+00 1.100000000000000089e+00 1.100000000000000089e+00 3.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00
3.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00
