0,6,0
2,6,2
2,6,2
2,6,2
2,7,2
4,0,4
4,1,4
4,3,4
4,3,4
1,2,1
3,2,3
3,2,3
5,2,5
5,5,5
6,5,6
6,4,6
6,4,6
6,4,6
7,4,7
