1.172503719929540278e+00 1.172503719929540278e+00 7.613635351506584659e-01 7.613635351506584659e-01 1.326426188307228804e+00 4.284999115731478736e-01
1.042224931848714231e+00 9.961330377608004216e-01 9.186132020424656597e-01 1.006460486335959637e+00 6.915102370669259368e-01 3.698198922325645066e-01
1.202549059865862358e+00 1.287258085925061302e+00 7.025806338179771959e-01 6.377358261354320046e-01 1.313115805810982417e+00 4.416628934090637282e-01
1.213457791227614768e+00 1.000000000000000000e+00 7.015005067520745374e-01 1.000000000000000000e+00 1.313388439431055543e+00 4.413879088963297836e-01
1.079603805940592576e+00 1.044580342205591483e+00 8.675080502950668349e-01 9.283653175948112235e-01 7.064459497739411509e-01 3.525630695624628053e-01
1.218389001946663219e+00 1.230975418969831203e+00 7.061429836252313130e-01 7.010834132351755343e-01 1.316751272653331917e+00 4.380147743965467910e-01
9.820197190485082661e-01 1.401553477289172012e+00 1.035353490257482134e+00 5.626055090463294439e-01 6.729573932135788361e-01 3.910073896554530637e-01
9.110761105335715149e-01 1.000000000000000000e+00 1.190993636414433121e+00 1.000000000000000000e+00 6.436410942550536696e-01 4.300800838634751266e-01
1.172209107797069993e+00 1.000000000000000000e+00 7.616913962118619930e-01 1.000000000000000000e+00 1.323303453422975506e+00 4.315406012973473371e-01
9.110314080319545926e-01 9.344139813854944743e-01 1.189470873167221443e+00 1.122412427789600597e+00 7.064459497739411509e-01 3.525630695624628053e-01
1.146398682107308664e+00 1.142851559837650299e+00 7.901937482222385345e-01 7.943363018775116968e-01 1.300002047592481835e+00 4.551639848891517182e-01
9.781959980447818559e-01 1.000000000000000000e+00 1.039206469688420897e+00 1.000000000000000000e+00 7.064459497739411509e-01 3.525630695624628053e-01
1.037848160492480076e+00 1.092799960341503285e+00 9.319252090281997525e-01 8.530718327963275893e-01 3.525630695624627498e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.092799960341503285e+00 1.000000000000000000e+00 8.530718327963275893e-01 7.064459497739411509e-01 3.525630695624628053e-01
1.264630191860998121e+00 1.158292832463903910e+00 6.695005646745686434e-01 7.774367214714802410e-01 1.316751272653331917e+00 4.380147743965467910e-01
1.040896461116133320e+00 1.024768368621329584e+00 9.314075287912086942e-01 9.587050955085518744e-01 3.525630695624627498e-01 1.000000000000000000e+00
1.063784353646866077e+00 1.000000000000000000e+00 8.988944025200348298e-01 9.999999999999998890e-01 9.969440984077372336e-01 3.609537204531702015e-01
9.958381891882660542e-01 9.836896233457219640e-01 1.007512557588480240e+00 1.029253977266594955e+00 9.502912588584984110e-01 4.205741830439966855e-01
9.843779885444686739e-01 9.841922007213108614e-01 1.029166321188710986e+00 1.027826902881426641e+00 7.064459497739411509e-01 3.525630695624628053e-01
