3.773997399565484634e-01 4.125354728087377021e-01 1.758872617755818935e-01 1.832551509948945612e-01 7.891413972940535260e-01 1.099980958543748770e-02
7.186536238330005766e-01 4.796715409891735837e-02 1.441226274295801801e-01 6.765998423732001443e-01 6.991467888319059278e-03 5.126950379581281247e-02
2.240808616031449985e-01 2.111630651052300855e-01 4.845578360687310404e-01 1.449882234213581422e-01 8.054867441386320825e-01 2.389876542856634450e-02
1.675517237412096072e-01 6.690251680514970600e-02 1.642446076458577708e-01 6.294615664901059837e-01 7.376498812669673999e-01 1.117904085307916927e-02
3.976894999642408557e-01 5.039697135610040485e-02 3.828067268620443664e-01 6.415281403333512600e-01 5.299713891713178082e-01 1.828082563092616603e-02
4.270429561387785178e-01 5.805930191461478040e-01 1.470347374058791345e-01 8.490282279810568156e-02 6.672118300869042118e-01 8.091186686757395607e-02
5.581750861629742877e-01 6.885122754910661946e-01 4.201489808823057337e-01 1.846414054648048975e-01 5.212722219460029505e-02 3.250473262290431986e-02
4.692411268653365330e-02 1.828701019561430234e-03 7.071953091637883659e-01 6.664143562823152678e-01 2.201209423005792143e-01 7.147205537431251809e-02
4.307868819320178622e-01 3.625272674493006386e-01 6.841672940349941001e-02 8.399641645265690237e-02 8.162497828049235515e-01 7.068725445784540540e-02
4.580542293945553678e-01 4.473741529899342984e-02 5.096470743206356069e-01 7.193082583795171736e-01 3.890641724561561682e-02 9.760464316147042518e-02
9.864623106251486917e-02 9.757776456556274680e-02 1.902186882942973334e-01 6.415911100715033788e-01 7.265713808938137896e-01 7.084650680462938055e-02
2.030866174911180599e-01 2.496046624396640323e-02 5.443067206776811551e-01 5.954415145561045009e-01 5.467457251168443833e-01 9.155058468189808396e-02
8.988600433486747254e-02 4.597908638729691910e-01 3.970897587707019616e-01 1.355872636283980137e-01 7.010540035210789667e-02 7.742957561463970073e-01
3.593425314385475522e-01 3.209871223644846783e-01 8.072759851409325726e-01 7.219057089984617925e-02 3.314601860141269674e-01 3.268581880380486832e-02
3.262109074420743021e-02 3.808435569620237660e-01 8.217842891799018168e-02 3.133306044862217421e-01 8.313549404375094598e-01 2.404446936037197002e-01
2.645260100182179053e-01 1.532947877193830202e-02 5.171163676172372270e-01 3.685062312497758286e-01 1.221353456828466050e-02 7.255588511969327525e-01
2.547635526912628845e-01 2.667492511238343522e-01 3.692399385879192031e-01 3.729872275248235503e-01 7.666771762453793437e-01 2.624638116667398977e-02
4.786020183955830287e-02 2.128398201226236117e-02 6.091725225053515880e-01 5.333453947786009897e-01 5.815910972341236107e-01 5.881935481210134181e-02
5.060644943096694742e-02 2.365808710389636360e-01 3.318577455866935089e-01 7.930812098887081163e-01 4.479145730213127674e-01 4.163706552041743225e-02
